"city","date","death","temp","dewpoint","pm10","o3","time","season"
"chic",1990-04-13,155,41.5,41.625,38.7824915334,16.584959958,1199,"spring"
"chic",1990-04-14,98,48.5,36.375,34.408639914,23.025614189,1200,"spring"
"chic",1990-04-15,103,48.5,32.75,39.6887223975,24.6566808484,1201,"spring"
"chic",1990-04-16,116,48,39.875,NA,21.638958308,1202,"spring"
"chic",1990-04-17,106,39,20.375,25.81618026,25.5923877308,1203,"spring"
"chic",1990-04-18,108,41.5,22.125,32.223893472,21.71890306,1204,"spring"
"chic",1990-04-19,114,49.5,45.75,42.8188461538,19.8029068,1205,"spring"
"chic",1990-04-20,113,56,56.875,32.106612645,7.986076765,1206,"spring"
"chic",1990-04-21,102,55.5,39.125,25.893459913,18.502936284,1207,"spring"
"chic",1990-04-22,103,55.5,44.75,93.883966244,24.8402957858,1208,"spring"
"chic",1990-04-23,112,65.5,58.375,49.864728486,31.0437500795,1209,"spring"
"chic",1990-04-24,118,76.5,56.875,43.9015654523,30.1236846278,1210,"spring"
"chic",1990-04-25,106,76.5,61,64.129345603,26.1811340584,1211,"spring"
"chic",1990-04-26,140,75,57,55.210807964,32.2997350927,1212,"spring"
"chic",1990-04-27,114,73.5,56.125,60.01487163,36.196996282,1213,"spring"
"chic",1990-04-28,117,61,48.75,28.775501047,25.5157478342,1214,"spring"
"chic",1990-04-29,115,58.5,51,32.704748479,18.299271588,1215,"spring"
"chic",1990-04-30,116,55,31.25,49.919643705,17.020281832,1216,"spring"
"chic",1990-05-01,101,52,26,47.933716057,26.4081312105,1217,"spring"
"chic",1990-05-02,119,54,33.625,64.254236009,24.9892781875,1218,"spring"
"chic",1990-05-03,117,51.5,44.5,51.529262358,24.1348952731,1219,"spring"
"chic",1990-05-04,116,46.5,41.625,24.209422131,32.6975122487,1220,"spring"
"chic",1990-05-05,109,51,45.125,33.219363467,34.798891835,1221,"spring"
"chic",1990-05-06,110,52.5,44.5,28.750029103,25.7748996999,1222,"spring"
"chic",1990-05-07,114,62.5,48.875,55.669758712,35.11153569,1223,"spring"
"chic",1990-05-08,115,70.5,55.75,65.856624644,46.073585999,1224,"spring"
"chic",1990-05-09,125,62.5,56.875,81.73743601,31.3695796603,1225,"spring"
"chic",1990-05-10,109,43.5,36.75,19.799236809,19.269870651,1226,"spring"
"chic",1990-05-11,115,49.5,36.25,31.628816503,23.5410167701,1227,"spring"
"chic",1990-05-12,114,50.5,48,29.284572914,26.2142485628,1228,"spring"
"chic",1990-05-13,109,54.5,43,31.8740031,43.105871768,1229,"spring"
"chic",1990-05-14,110,56.5,59.125,30.456088906,23.3158287923,1230,"spring"
"chic",1990-05-15,103,55.5,54,54.577780757,14.99350274,1231,"spring"
"chic",1990-05-16,131,66.5,57.25,29.534168904,25.6295182355,1232,"spring"
"chic",1990-05-17,120,56,41.625,70.723158785,28.2339812302,1233,"spring"
"chic",1990-05-18,92,60.5,43.625,62.944917387,31.922196672,1234,"spring"
"chic",1990-05-19,133,62.5,63,27.821006475,26.716895677,1235,"spring"
"chic",1990-05-20,101,54.5,46.125,20.034723167,21.42712821,1236,"spring"
"chic",1990-05-21,102,52.5,41.5,18.724931813,21.23856492,1237,"spring"
"chic",1990-05-22,107,52.5,40.75,21.508321633,22.876707434,1238,"spring"
"chic",1990-05-23,109,57,50.125,51.591061004,21.902633577,1239,"spring"
"chic",1990-05-24,112,61.5,50,50.006231137,31.103520931,1240,"spring"
"chic",1990-05-25,126,56.5,56.25,31.867064952,26.4085092592,1241,"spring"
"chic",1990-05-26,107,59.5,51.375,49.482559501,38.907193843,1242,"spring"
"chic",1990-05-27,110,63,46,40.225683367,50.275559812,1243,"spring"
"chic",1990-05-28,106,62.5,44.25,30.917573704,40.812222441,1244,"spring"
"chic",1990-05-29,113,55,29.375,28.060554757,30.6891018687,1245,"spring"
"chic",1990-05-30,110,53.5,33.375,43.998337004,30.2189579984,1246,"spring"
"chic",1990-05-31,120,57.5,41.125,60.7777667,28.5383711137,1247,"spring"
"chic",1990-06-01,95,74,65.625,62.064896128,37.019744779,1248,"spring"
"chic",1990-06-02,140,74.5,55.625,84.811081443,30.4866769175,1249,"spring"
"chic",1990-06-03,119,61,41.5,106.233273002,25.8025061051,1250,"spring"
"chic",1990-06-04,114,53,30.625,24.447076671,22.534398007,1251,"spring"
"chic",1990-06-05,116,53,51.375,41.2371096583,14.113611426,1252,"spring"
"chic",1990-06-06,123,69,48.875,49.779614035,21.127923441,1253,"spring"
"chic",1990-06-07,117,65.5,53.875,49.757171387,24.3408317396,1254,"spring"
"chic",1990-06-08,121,70,63.875,43.7193704451,19.097759963,1255,"spring"
"chic",1990-06-09,114,72.5,55,36.762641899,32.1434567348,1256,"spring"
"chic",1990-06-10,115,64.5,50.75,16.841747291,31.4669312119,1257,"spring"
"chic",1990-06-11,103,65.5,55.375,44.7874097009,29.8451015368,1258,"spring"
"chic",1990-06-12,118,78,62.5,91.830686876,47.279932848,1259,"spring"
"chic",1990-06-13,125,81.5,69,63.307533539,49.678172426,1260,"spring"
"chic",1990-06-14,97,71,61.5,26.879766626,31.5221283359,1261,"spring"
"chic",1990-06-15,100,71,57.875,43.8740970072,35.669369101,1262,"spring"
"chic",1990-06-16,102,74,68.875,53.607978265,35.993011414,1263,"spring"
"chic",1990-06-17,105,78.5,71.375,40.9267285864,41.583468198,1264,"spring"
"chic",1990-06-18,121,71,55.875,30.940489005,34.075765234,1265,"spring"
"chic",1990-06-19,107,63,52.875,34.980908152,19.063815513,1266,"spring"
"chic",1990-06-20,104,69,63.875,35.491744066,20.971142305,1267,"spring"
"chic",1990-06-21,105,72,62.75,44.9685242519,19.060103348,1268,"spring"
"chic",1990-06-22,112,66.5,57.125,24.036710895,20.102935744,1269,"spring"
"chic",1990-06-23,118,65,54.875,31.968524252,18.819464738,1270,"spring"
"chic",1990-06-24,104,64,45.75,27.154811464,23.2542092831,1271,"spring"
"chic",1990-06-25,112,69.5,58.5,40.468524252,24.0405476818,1272,"spring"
"chic",1990-06-26,99,75.5,69.375,45.4283281738,30.3735200294,1273,"spring"
"chic",1990-06-27,101,74.5,55.625,46.4283281738,30.7186888539,1274,"spring"
"chic",1990-06-28,119,72.5,68.125,51.560673973,29.2634966054,1275,"spring"
"chic",1990-06-29,115,73.5,69.125,24.92832817,32.9381883215,1276,"spring"
"chic",1990-06-30,97,80,70.375,42.6566563467,35.29158946,1277,"spring"
"chic",1990-07-01,106,66.5,55.5,21.334260379,19.788989886,1278,"summer"
"chic",1990-07-02,97,69.5,61.25,28.722626714,29.7297162805,1279,"summer"
"chic",1990-07-03,120,77,71.75,54.686661506,46.196745119,1280,"summer"
"chic",1990-07-04,106,86.5,73.375,60.710517969,51.692941007,1281,"summer"
"chic",1990-07-05,111,73.5,55.25,36.186661507,27.7857084774,1282,"summer"
"chic",1990-07-06,97,63,50.125,10.966847261,20.092723725,1283,"summer"
"chic",1990-07-07,108,67,57.375,31.262157453,30.26490869,1284,"summer"
"chic",1990-07-08,106,83.5,70.625,52.99758567,44.743209421,1285,"summer"
"chic",1990-07-09,107,81,64,41.671875,36.568624462,1286,"summer"
"chic",1990-07-10,102,70.5,61.625,35.677513475,23.7660253338,1287,"summer"
"chic",1990-07-11,124,67,54.875,20.16210692,27.8720273784,1288,"summer"
"chic",1990-07-12,118,66,54.625,15.0140625,22.918948015,1289,"summer"
"chic",1990-07-13,89,62.5,53.625,15.205996015,22.206287139,1290,"summer"
"chic",1990-07-14,98,62,58.75,26.988100508,16.242800951,1291,"summer"
"chic",1990-07-15,105,65,62.125,30.905501487,14.95759606,1292,"summer"
"chic",1990-07-16,91,70.5,68.5,32.127546272,26.9865298438,1293,"summer"
"chic",1990-07-17,104,78,63.75,42.861340085,41.881607022,1294,"summer"
"chic",1990-07-18,104,78.5,67.625,45.8826168682,25.8054056158,1295,"summer"
"chic",1990-07-19,111,77.5,68,49.531328703,18.110234579,1296,"summer"
"chic",1990-07-20,96,68,63.25,16.988819879,18.70261597,1297,"summer"
"chic",1990-07-21,106,69.5,57.875,25.996145879,23.8989601736,1298,"summer"
"chic",1990-07-22,97,68.5,61,14.424264909,29.1532680314,1299,"summer"
"chic",1990-07-23,103,68.5,57.75,38.4702764981,19.796606433,1300,"summer"
"chic",1990-07-24,108,69.5,61.5,39.7332225918,18.71583822,1301,"summer"
"chic",1990-07-25,101,72,63,39.4609215815,25.6749818193,1302,"summer"
"chic",1990-07-26,96,75.5,62.5,48.598449612,32.4053205961,1303,"summer"
"chic",1990-07-27,123,74.5,65.75,75.805281743,47.536295642,1304,"summer"
"chic",1990-07-28,125,79,70.5,87.587980482,50.228397581,1305,"summer"
"chic",1990-07-29,103,79.5,70.375,53.899688473,34.15403751,1306,"summer"
"chic",1990-07-30,111,69.5,58.125,21.900414083,18.419165084,1307,"summer"
"chic",1990-07-31,96,62,49.625,16.063007699,19.0324632,1308,"summer"
"chic",1990-08-01,100,63.5,57.625,40.7293325221,23.8251280932,1309,"summer"
"chic",1990-08-02,110,69,57.375,39.5623856458,32.2880522919,1310,"summer"
"chic",1990-08-03,111,75.5,69.375,64.88596848,38.813674507,1311,"summer"
"chic",1990-08-04,114,76.5,66,20.593949007,23.5630497153,1312,"summer"
"chic",1990-08-05,133,68.5,57.75,10.640870577,20.41575176,1313,"summer"
"chic",1990-08-06,83,61,49.625,11.261715077,17.070290546,1314,"summer"
"chic",1990-08-07,102,63.5,54.5,29.751338526,19.657808859,1315,"summer"
"chic",1990-08-08,101,69,56,50.335352657,21.514209168,1316,"summer"
"chic",1990-08-09,100,69,56.5,52.940069145,28.1724143091,1317,"summer"
"chic",1990-08-10,118,72,63.625,49.721757942,32.5693350966,1318,"summer"
"chic",1990-08-11,115,73,65.375,58.416626726,42.804110738,1319,"summer"
"chic",1990-08-12,119,68.5,64.25,33.847943723,25.8700448036,1320,"summer"
"chic",1990-08-13,117,63,51.375,18.233459115,17.457977695,1321,"summer"
"chic",1990-08-14,98,65.5,62.125,30.510274193,17.035709144,1322,"summer"
"chic",1990-08-15,108,74.5,66.75,51.833215722,28.8411747204,1323,"summer"
"chic",1990-08-16,114,73,68.625,59.449647235,31.9574268715,1324,"summer"
"chic",1990-08-17,96,72,71,38.2170802471,13.664901572,1325,"summer"
"chic",1990-08-18,117,80.5,75.25,29.560412002,35.189481691,1326,"summer"
"chic",1990-08-19,103,75.5,68.5,16.262041252,31.320320471,1327,"summer"
"chic",1990-08-20,105,71.5,69.375,20.397470102,12.884695556,1328,"summer"
"chic",1990-08-21,118,68,66.25,17.656444042,10.332826006,1329,"summer"
"chic",1990-08-22,110,69,63.25,23.118928452,24.8241352671,1330,"summer"
"chic",1990-08-23,105,70.5,64.25,30.010386877,24.7104922204,1331,"summer"
"chic",1990-08-24,105,75,67.125,26.997744863,25.8990534413,1332,"summer"
"chic",1990-08-25,122,76.5,69.75,52.29145416,29.7589088394,1333,"summer"
"chic",1990-08-26,110,78.5,73.25,83.579883122,43.23956205,1334,"summer"
"chic",1990-08-27,101,82.5,75.875,89.306031812,36.303177719,1335,"summer"
"chic",1990-08-28,125,82.5,70.5,55.017675657,33.582677248,1336,"summer"
"chic",1990-08-29,93,75.5,57.875,29.002851958,29.6481582984,1337,"summer"
"chic",1990-08-30,114,69,53.875,27.065832796,35.588825117,1338,"summer"
"chic",1990-08-31,111,70,60.75,48.925846945,45.303905478,1339,"summer"
"chic",1990-09-01,94,78,69.125,65.458384091,39.355984264,1340,"summer"
"chic",1990-09-02,116,73,61.25,34.724469913,24.0033433484,1341,"summer"
"chic",1990-09-03,116,71,60.875,24.90031328,22.971383619,1342,"summer"
"chic",1990-09-04,121,79,73.375,74.977571083,28.177610478,1343,"summer"
"chic",1990-09-05,106,77,69.125,53.445181075,30.5729536248,1344,"summer"
"chic",1990-09-06,90,83,70.5,57.693391471,29.7813821308,1345,"summer"
"chic",1990-09-07,103,72,63.25,14.667275439,28.3713682095,1346,"summer"
"chic",1990-09-08,127,72,64.625,38.5222409478,18.93290032,1347,"summer"
"chic",1990-09-09,105,73,65.75,44.1265344003,21.876452645,1348,"summer"
"chic",1990-09-10,112,75.5,68.375,67.391424682,35.731750876,1349,"summer"
"chic",1990-09-11,104,74,67.875,59.686017529,29.385625449,1350,"summer"
"chic",1990-09-12,109,74.5,64.5,88.393887062,28.9804484873,1351,"summer"
"chic",1990-09-13,105,74.5,65.625,70.372183765,25.9694722892,1352,"summer"
"chic",1990-09-14,123,65.5,54.625,36.4585146436,15.784571415,1353,"summer"
"chic",1990-09-15,105,63,54,24.333626065,15.008868503,1354,"summer"
"chic",1990-09-16,100,57,47.5,5.143276425,20.612516729,1355,"summer"
"chic",1990-09-17,106,56,46.25,19.877710937,17.926024115,1356,"summer"
"chic",1990-09-18,113,55.5,49.875,19.508075367,11.474582742,1357,"summer"
"chic",1990-09-19,117,57.5,50.5,28.969931142,5.684428637,1358,"summer"
"chic",1990-09-20,121,59.5,50.75,34.776485313,16.959089437,1359,"summer"
"chic",1990-09-21,129,62,46.625,29.573256912,9.818607617,1360,"summer"
"chic",1990-09-22,113,56.5,42.25,20.537450417,8.936041148,1361,"summer"
"chic",1990-09-23,97,50.5,35.25,18.662018583,15.378762522,1362,"summer"
"chic",1990-09-24,103,53.5,38.5,28.051350507,15.818033078,1363,"summer"
"chic",1990-09-25,120,67,51.75,43.1761693411,20.240996004,1364,"summer"
"chic",1990-09-26,128,67.5,52.625,45.7339607871,14.714314979,1365,"summer"
"chic",1990-09-27,108,65.5,51.75,46.791078839,19.639297625,1366,"summer"
"chic",1990-09-28,127,61,54.125,39.8170647929,18.412139561,1367,"summer"
"chic",1990-09-29,112,58.5,51.125,13.88459206,16.382747423,1368,"summer"
"chic",1990-09-30,108,52.5,40.25,15.832049972,12.560606005,1369,"summer"
"chic",1990-10-01,110,57,38.25,44.8352006195,10.037712523,1370,"autumn"
"chic",1990-10-02,104,56.5,41.125,46.0678347397,16.445524809,1371,"autumn"
"chic",1990-10-03,122,67,58.125,29.75172295,22.184857829,1372,"autumn"
"chic",1990-10-04,119,57.5,40.5,30.812140438,11.119975619,1373,"autumn"
"chic",1990-10-05,117,68.5,55,30.469528979,25.1805232579,1374,"autumn"
"chic",1990-10-06,107,75,56.375,42.9268284017,35.806695904,1375,"autumn"
"chic",1990-10-07,92,55,48.5,6.928583016,21.143876877,1376,"autumn"
"chic",1990-10-08,115,50.5,46.75,6.538176536,14.017665423,1377,"autumn"
"chic",1990-10-09,114,47,43.5,NA,20.921965813,1378,"autumn"
"chic",1990-10-10,109,41.5,35.25,12.048978456,12.418173569,1379,"autumn"
"chic",1990-10-11,113,46.5,35.875,48.070754319,9.978181422,1380,"autumn"
"chic",1990-10-12,134,48.5,42.125,68.675526028,10.214990593,1381,"autumn"
"chic",1990-10-13,106,52,45.375,51.799257344,16.162554687,1382,"autumn"
"chic",1990-10-14,132,53.5,48.5,24.218131818,19.59763208,1383,"autumn"
"chic",1990-10-15,122,51,40.625,31.86728393,5.761312436,1384,"autumn"
"chic",1990-10-16,116,56,52.25,29.674133315,14.443208795,1385,"autumn"
"chic",1990-10-17,121,65,55.375,46.474873368,36.087734171,1386,"autumn"
"chic",1990-10-18,119,43,28.875,13.847849077,13.761291641,1387,"autumn"
"chic",1990-10-19,118,40.5,32.875,22.438915097,8.777300238,1388,"autumn"
"chic",1990-10-20,133,54.5,36,25.884408557,14.974597365,1389,"autumn"
"chic",1990-10-21,103,49,37,26.468495266,15.793848804,1390,"autumn"
"chic",1990-10-22,107,43.5,33.875,45.5286788281,9.42365854,1391,"autumn"
"chic",1990-10-23,122,46.5,37.625,50.24144463,7.038592783,1392,"autumn"
"chic",1990-10-24,112,46.5,33.5,38.3204112396,9.789449529,1393,"autumn"
"chic",1990-10-25,101,40,31.75,23.46020786,11.415636001,1394,"autumn"
"chic",1990-10-26,110,41,31.125,45.1604861578,6.723122888,1395,"autumn"
"chic",1990-10-27,122,52.5,33,52.543076269,14.200099028,1396,"autumn"
"chic",1990-10-28,114,41,28.625,20.52330727,12.640336095,1397,"autumn"
"chic",1990-10-29,108,45.5,30.625,31.026543921,8.791467475,1398,"autumn"
"chic",1990-10-30,138,60,48.875,57.693278304,17.259687647,1399,"autumn"
"chic",1990-10-31,123,58,49.625,64.946618541,10.749421947,1400,"autumn"
"chic",1990-11-01,104,60,44.125,58.300258229,22.575671843,1401,"autumn"
"chic",1990-11-02,121,65.5,52.375,50.989308706,29.6627450085,1402,"autumn"
"chic",1990-11-03,116,59.5,51.125,47.315259244,24.4980841563,1403,"autumn"
"chic",1990-11-04,109,42,38.5,5.998268399,24.3555814391,1404,"autumn"
"chic",1990-11-05,113,39.5,32.625,10.160327281,18.29187738,1405,"autumn"
"chic",1990-11-06,109,36.5,35,25.40256211,8.742407459,1406,"autumn"
"chic",1990-11-07,131,34,20.375,25.144658482,10.434790416,1407,"autumn"
"chic",1990-11-08,128,31.5,27,35.071898497,8.483070223,1408,"autumn"
"chic",1990-11-09,119,37,33,30.376674387,6.283438282,1409,"autumn"
"chic",1990-11-10,96,40.5,22,28.611504425,11.775204874,1410,"autumn"
"chic",1990-11-11,108,37.5,28.875,23.523449125,10.414396855,1411,"autumn"
"chic",1990-11-12,126,38,17.125,NA,14.405422388,1412,"autumn"
"chic",1990-11-13,115,38,29.875,42.3878750959,13.726534946,1413,"autumn"
"chic",1990-11-14,122,51,38.5,42.0229169541,11.082219412,1414,"autumn"
"chic",1990-11-15,128,61,49.5,46.254603677,25.8205270444,1415,"autumn"
"chic",1990-11-16,99,47.5,32,38.9039038966,18.776324914,1416,"autumn"
"chic",1990-11-17,114,42,29.625,22.695717888,15.535250631,1417,"autumn"
"chic",1990-11-18,107,45.5,33.125,31.751097634,13.552384769,1418,"autumn"
"chic",1990-11-19,122,44,38.5,56.502654735,6.401313231,1419,"autumn"
"chic",1990-11-20,125,44.5,42.25,48.542178809,8.869907851,1420,"autumn"
"chic",1990-11-21,136,59.5,53.25,37.575231391,16.029562993,1421,"autumn"
"chic",1990-11-22,109,43.5,32.25,27.752869705,12.631165115,1422,"autumn"
"chic",1990-11-23,102,42,17.375,20.305146399,19.10378138,1423,"autumn"
"chic",1990-11-24,105,42,30,NA,8.765985534,1424,"autumn"
"chic",1990-11-25,126,44.5,28.625,24.650246845,17.594366198,1425,"autumn"
"chic",1990-11-26,114,53,58.5,NA,11.135815123,1426,"autumn"
"chic",1990-11-27,122,61,57.625,14.401912179,12.006899393,1427,"autumn"
"chic",1990-11-28,111,39.5,22.125,15.3291866,14.346072867,1428,"autumn"
"chic",1990-11-29,115,31.5,23.625,23.722327582,8.257575062,1429,"autumn"
"chic",1990-11-30,108,41,29.875,21.978370612,13.489998835,1430,"autumn"
"chic",1990-12-01,89,40.5,28.125,16.988414492,13.293418537,1431,"autumn"
"chic",1990-12-02,110,33,24.625,12.479434282,25.1625186768,1432,"autumn"
"chic",1990-12-03,108,33,25.75,22.868674782,16.6090775,1433,"autumn"
"chic",1990-12-04,121,22,13.25,25.134426406,20.386416645,1434,"autumn"
"chic",1990-12-05,112,28.5,29.375,25.880220393,10.21398998,1435,"autumn"
"chic",1990-12-06,104,29.5,16.125,31.350764297,10.744468986,1436,"autumn"
"chic",1990-12-07,121,31,27.75,25.511851246,8.720115845,1437,"autumn"
"chic",1990-12-08,128,37,29.125,33.438413964,6.854155297,1438,"autumn"
"chic",1990-12-09,132,43,31,23.939938663,10.522951974,1439,"autumn"
"chic",1990-12-10,116,39.5,29.75,25.579034794,17.361625603,1440,"autumn"
"chic",1990-12-11,123,44,40.375,31.999064736,10.531915561,1441,"autumn"
"chic",1990-12-12,120,45.5,35.875,36.1573351766,15.186806567,1442,"autumn"
"chic",1990-12-13,98,30.5,18.25,14.316861893,21.030328917,1443,"autumn"
"chic",1990-12-14,127,30.5,26.375,20.704658413,13.637570754,1444,"autumn"
"chic",1990-12-15,111,39.5,32,16.262832573,6.452405019,1445,"autumn"
"chic",1990-12-16,122,34.5,28.875,23.499467642,12.422675171,1446,"autumn"
"chic",1990-12-17,131,36.5,36.25,19.039475959,5.906724892,1447,"autumn"
"chic",1990-12-18,112,34,27,25.637614344,5.278642676,1448,"autumn"
"chic",1990-12-19,112,31,27,26.644377835,5.652862667,1449,"autumn"
"chic",1990-12-20,111,40,42.25,26.088498081,6.326809549,1450,"autumn"
"chic",1990-12-21,110,38,38.625,24.170492479,5.784912742,1451,"autumn"
"chic",1990-12-22,132,17,0.75,23.347152968,11.75621991,1452,"autumn"
"chic",1990-12-23,120,7,-3.75,34.5779874365,20.218133165,1453,"autumn"
"chic",1990-12-24,133,8,7.75,NA,19.594995379,1454,"autumn"
"chic",1990-12-25,128,14.5,-7.875,16.73035885,19.038679625,1455,"autumn"
"chic",1990-12-26,124,3.5,-6.5,NA,11.034095586,1456,"autumn"
"chic",1990-12-27,119,17.5,16.75,16.87014402,12.878617198,1457,"autumn"
"chic",1990-12-28,135,31,30.875,26.654096991,7.313959084,1458,"autumn"
"chic",1990-12-29,118,33.5,30,6.567259868,4.635746231,1459,"autumn"
"chic",1990-12-30,149,15,2.625,NA,13.14825676,1460,"autumn"
"chic",1990-12-31,119,8,5,23.732281268,13.009340377,1461,"autumn"
"chic",1991-01-01,138,20.5,19,NA,13.963890718,1462,"winter"
"chic",1991-01-02,113,16,6.625,NA,13.363567234,1463,"winter"
"chic",1991-01-03,129,6.5,0.5,NA,9.272844806,1464,"winter"
"chic",1991-01-04,133,14,11.5,31.761803874,9.97608424,1465,"winter"
"chic",1991-01-05,143,25.5,21.625,NA,7.415316778,1466,"winter"
"chic",1991-01-06,113,20.5,13.625,23.704650554,13.9525554,1467,"winter"
"chic",1991-01-07,111,21.5,17.5,NA,27.7966011014,1468,"winter"
"chic",1991-01-08,141,25.5,27.375,22.081780044,7.889030141,1469,"winter"
"chic",1991-01-09,114,24,18,35.1803439267,6.26623866,1470,"winter"
"chic",1991-01-10,126,22,26.125,28.962408782,10.9617696,1471,"winter"
"chic",1991-01-11,120,29.5,26.625,22.132342537,10.341649938,1472,"winter"
"chic",1991-01-12,110,25.5,22,18.964686607,8.394433757,1473,"winter"
"chic",1991-01-13,98,24.5,26.875,31.066437729,15.888776991,1474,"winter"
"chic",1991-01-14,109,31.5,27.125,37.73587493,12.441982743,1475,"winter"
"chic",1991-01-15,135,30.5,31.625,43.969602524,6.046877532,1476,"winter"
"chic",1991-01-16,133,31,25.75,25.309182343,11.786980699,1477,"winter"
"chic",1991-01-17,117,26,18.75,32.538783603,15.152373152,1478,"winter"
"chic",1991-01-18,132,21.5,24,30.641145282,14.696075645,1479,"winter"
"chic",1991-01-19,127,36.5,29.625,17.436219496,19.70426626,1480,"winter"
"chic",1991-01-20,122,26.5,18.625,18.441027196,20.457580976,1481,"winter"
"chic",1991-01-21,132,10.5,-1.5,25.476769981,19.322423363,1482,"winter"
"chic",1991-01-22,131,11,12,43.8071025023,6.2126113,1483,"winter"
"chic",1991-01-23,123,21.5,5.75,32.537763085,15.090168559,1484,"winter"
"chic",1991-01-24,122,9,-5.75,32.043859427,12.245882169,1485,"winter"
"chic",1991-01-25,137,7.5,-2.375,53.717250264,9.776644852,1486,"winter"
"chic",1991-01-26,135,15.5,9.25,35.0068254488,16.2089266,1487,"winter"
"chic",1991-01-27,131,22,17,23.080410284,17.989659936,1488,"winter"
"chic",1991-01-28,146,25.5,19.75,47.318048667,13.469556251,1489,"winter"
"chic",1991-01-29,118,19,12.625,10.214337294,24.2800474124,1490,"winter"
"chic",1991-01-30,131,15,6.625,39.5058122335,17.131657633,1491,"winter"
"chic",1991-01-31,135,17,8.875,38.1117960634,19.882346196,1492,"winter"
"chic",1991-02-01,144,29,27.5,45.140937671,14.493401451,1493,"winter"
"chic",1991-02-02,135,39,30.5,NA,18.319324546,1494,"winter"
"chic",1991-02-03,131,42.5,30.125,25.919209039,22.117071653,1495,"winter"
"chic",1991-02-04,126,44,38,29.390823322,18.848213752,1496,"winter"
"chic",1991-02-05,123,39,34.375,43.0842825036,14.569367263,1497,"winter"
"chic",1991-02-06,128,35.5,32.875,36.3131534195,19.169125479,1498,"winter"
"chic",1991-02-07,111,32.5,29.5,14.76666667,12.654363249,1499,"winter"
"chic",1991-02-08,139,34,31,39.2213608307,12.33792414,1500,"winter"
"chic",1991-02-09,146,37.5,30.125,27.249984916,13.869860111,1501,"winter"
"chic",1991-02-10,119,30,9.25,30.104879716,22.732602509,1502,"winter"
"chic",1991-02-11,136,22,5.125,20.425824738,21.910591871,1503,"winter"
"chic",1991-02-12,129,24.5,17.875,32.138026945,14.577797936,1504,"winter"
"chic",1991-02-13,121,32.5,26.75,34.0601925059,11.505006299,1505,"winter"
"chic",1991-02-14,146,22,13.625,26.532372374,20.818100105,1506,"winter"
"chic",1991-02-15,135,8.5,-6.25,31.123843153,24.4586917841,1507,"winter"
"chic",1991-02-16,120,16,17.125,20.072371804,15.653991349,1508,"winter"
"chic",1991-02-17,124,35,29.25,25.838618439,15.78051905,1509,"winter"
"chic",1991-02-18,123,38.5,38.375,36.1470871975,10.291315534,1510,"winter"
"chic",1991-02-19,126,35.5,23.625,NA,15.401592066,1511,"winter"
"chic",1991-02-20,138,36.5,30.375,28.289864048,19.546250053,1512,"winter"
"chic",1991-02-21,121,47,40.375,38.104776579,15.866464394,1513,"winter"
"chic",1991-02-22,131,34.5,14.5,24.652090749,25.1314526508,1514,"winter"
"chic",1991-02-23,114,26.5,18.5,20.560301841,20.93621532,1515,"winter"
"chic",1991-02-24,106,28.5,13,23.583125232,19.067280891,1516,"winter"
"chic",1991-02-25,139,21,7.5,16.985184991,23.423189571,1517,"winter"
"chic",1991-02-26,121,19,16.125,38.2636682431,17.276324221,1518,"winter"
"chic",1991-02-27,125,23.5,19.5,23.430790963,19.07020773,1519,"winter"
"chic",1991-02-28,128,39,30.625,37.6522988502,16.854232169,1520,"winter"
"chic",1991-03-01,124,48,46.5,27.943174741,21.591617528,1521,"winter"
"chic",1991-03-02,125,37.5,22.25,23.445402303,21.163674358,1522,"winter"
"chic",1991-03-03,136,25.5,18.5,1.668079093,25.1071972921,1523,"winter"
"chic",1991-03-04,111,31,20.75,27.490669972,16.142846489,1524,"winter"
"chic",1991-03-05,135,39,31.75,39.4226104474,13.039506906,1525,"winter"
"chic",1991-03-06,125,39.5,20.125,32.515450006,20.015369308,1526,"winter"
"chic",1991-03-07,116,28,11,19.03048765,22.184321573,1527,"winter"
"chic",1991-03-08,105,32.5,28,NA,13.766259646,1528,"winter"
"chic",1991-03-09,120,33.5,23,30.429551306,22.122068261,1529,"winter"
"chic",1991-03-10,117,34.5,23.25,37.251324153,23.9871321874,1530,"winter"
"chic",1991-03-11,146,40,28.375,49.164948847,23.5902769631,1531,"winter"
"chic",1991-03-12,127,32,24.5,30.564071038,21.782287143,1532,"winter"
"chic",1991-03-13,121,32.5,23.5,12.941778518,28.8515775365,1533,"winter"
"chic",1991-03-14,139,34.5,26.5,8.803020878,29.8458952725,1534,"winter"
"chic",1991-03-15,115,34,26.5,17.225725258,20.079793903,1535,"winter"
"chic",1991-03-16,118,39,28.75,23.926288455,25.8827157891,1536,"winter"
"chic",1991-03-17,118,39,39.25,25.787734727,14.296677327,1537,"winter"
"chic",1991-03-18,137,42.5,35.875,48.858822396,15.340046921,1538,"winter"
"chic",1991-03-19,128,44,38,41.9519161744,14.49972612,1539,"winter"
"chic",1991-03-20,103,47.5,44.875,30.717756565,17.342541787,1540,"winter"
"chic",1991-03-21,117,60,51.625,55.066391954,22.291946896,1541,"winter"
"chic",1991-03-22,127,55,55.25,14.727568496,21.291386619,1542,"winter"
"chic",1991-03-23,105,47,32.875,7.390200982,24.2576057977,1543,"winter"
"chic",1991-03-24,104,45,34.5,18.741154372,23.025050384,1544,"winter"
